지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),전운량(10분위),운형(운형약어),지면온도(°C)
119,수원,2020-01-03 08:00,-3.9,,.5,290,99,0,0,0,,-2.5
119,수원,2020-01-03 09:00,-2.5,,.7,250,97,.7,.29,0,,-1.7
119,수원,2020-01-03 10:00,.1,,1.2,250,84,1,.97,0,,-.5
119,수원,2020-01-03 11:00,1.5,,1.6,290,74,1,1.42,0,,-.1
119,수원,2020-01-03 12:00,3.2,,2.2,270,67,1,1.55,0,,1.4
119,수원,2020-01-03 13:00,3.4,,2.5,290,58,1,1.59,0,,3
119,수원,2020-01-03 14:00,4.5,,3,250,59,1,1.56,0,,3.5
119,수원,2020-01-03 15:00,5.2,,2.3,270,51,1,1.32,1,Ci,2.5
119,수원,2020-01-03 16:00,4.4,,2.5,290,55,1,.86,1,Ci,.7
119,수원,2020-01-03 17:00,3.1,,2,270,57,1,.35,0,,-.2
119,수원,2020-01-03 18:00,1.5,,2.6,270,69,.2,.01,0,,-.3
119,수원,2020-01-03 19:00,.8,,1.7,270,72,,,,,-.2
119,수원,2020-01-03 20:00,0,,.7,290,76,,,0,,-.7
119,수원,2020-01-03 21:00,-.7,,.9,270,82,,,0,,-1
119,수원,2020-01-03 22:00,-2.1,,.1,0,87,,,0,,-1.4
119,수원,2020-01-03 23:00,-2.1,,0,0,89,,,0,,-1.8
119,수원,2020-01-04 00:00,-3.2,,.6,320,94,,,0,,-2.2
119,수원,2020-01-04 01:00,-3,,.2,0,97,,,0,,-2.5
119,수원,2020-01-04 02:00,-3.2,,.6,140,99,,,0,,-2.7
119,수원,2020-01-04 03:00,-2.9,,1.2,110,98,,,0,,-2.9
119,수원,2020-01-04 04:00,-3.9,,.7,90,100,,,0,,-3.1
119,수원,2020-01-04 05:00,-4.3,,.5,250,100,,,6,Sc,-2.5
119,수원,2020-01-04 06:00,-2.8,,.1,0,99,,,8,Sc,-1.4
119,수원,2020-01-04 07:00,-1.7,,.7,140,96,,,9,Sc,-1.1
119,수원,2020-01-04 08:00,-1.1,,.6,200,93,0,0,9,Sc,-1
119,수원,2020-01-04 09:00,-.7,,.4,0,92,0,.04,7,ScCi,-.9
119,수원,2020-01-04 10:00,.8,,.4,0,89,.3,.39,6,ScCi,-.3
119,수원,2020-01-04 11:00,2.8,,1.3,160,82,.9,1.04,6,Ci,-.1
119,수원,2020-01-04 12:00,4.8,,.8,160,71,1,1.47,5,Ci,.5
119,수원,2020-01-04 13:00,6.2,,1.9,320,63,1,1.66,3,Ci,2.6
119,수원,2020-01-04 14:00,6.9,,3,320,55,1,1.5,0,,3.5
119,수원,2020-01-04 15:00,7.4,,3.4,290,48,1,1.28,0,,4.2
119,수원,2020-01-04 16:00,6.9,,2.5,270,57,1,.84,0,,3.5
119,수원,2020-01-04 17:00,5.3,,2.8,270,62,1,.35,0,,1.3
119,수원,2020-01-04 18:00,3.1,,.5,160,70,.2,.01,0,,0
119,수원,2020-01-04 19:00,2.3,,1.1,250,74,,,0,,0
119,수원,2020-01-04 20:00,1,,1.4,290,76,,,0,,-.1
119,수원,2020-01-04 21:00,1.7,,1.8,340,67,,,0,,-.2
119,수원,2020-01-04 22:00,1.4,,1.5,340,60,,,0,,-.6
119,수원,2020-01-04 23:00,1,,2.4,320,59,,,0,,-1.3
119,수원,2020-01-05 00:00,-.3,,.3,0,64,,,0,,-1.6
119,수원,2020-01-05 01:00,-1.6,,.9,290,74,,,0,,-2
119,수원,2020-01-05 02:00,-2.6,,1,270,78,,,0,,-2.4
119,수원,2020-01-05 03:00,-4.2,,1.1,250,85,,,0,,-2.9
119,수원,2020-01-05 04:00,-3.6,,.7,250,85,,,0,,-3.1
119,수원,2020-01-05 05:00,-4.9,,1.1,320,91,,,0,,-3.5
119,수원,2020-01-05 06:00,-4.7,,.5,290,89,,,0,,-3.7
119,수원,2020-01-05 07:00,-4.4,,.6,90,90,,,0,,-3.9
119,수원,2020-01-05 08:00,-5.5,,1,290,96,0,0,0,,-4
119,수원,2020-01-05 09:00,-3.1,,.5,200,86,.9,.33,0,,-2.6
119,수원,2020-01-05 10:00,.5,,1.1,110,74,1,.82,0,,-.6
119,수원,2020-01-05 11:00,2,,1.4,140,67,1,1.31,2,Ci,-.1
119,수원,2020-01-05 12:00,4,,1,200,53,1,1.69,4,Ci,.2
119,수원,2020-01-05 13:00,5.2,,1.3,160,47,1,1.76,4,Ci,2.5
119,수원,2020-01-05 14:00,5.7,,1.7,110,47,1,1.48,8,Ci,4.1
119,수원,2020-01-05 15:00,5.9,,1.1,90,43,.7,.99,8,CsCi,3.9
119,수원,2020-01-05 16:00,6.2,,.3,0,43,0,.59,8,CsCi,3.5
119,수원,2020-01-05 17:00,5.6,,.7,250,44,0,.25,8,CsCi,1.9
119,수원,2020-01-05 18:00,3.3,,1,250,62,0,0,9,Ci,.2
119,수원,2020-01-05 19:00,2.8,,1.2,250,63,,,10,,-.1
119,수원,2020-01-05 20:00,2.1,,.4,0,67,,,10,,0
119,수원,2020-01-05 21:00,.7,,.3,0,74,,,8,Ci,-.2
119,수원,2020-01-05 22:00,-1,,1,290,83,,,9,,-.3
119,수원,2020-01-05 23:00,-1.3,,.8,290,84,,,6,,-.2
119,수원,2020-01-06 00:00,-1.5,,.9,290,87,,,8,Ci,-.5
119,수원,2020-01-06 01:00,-.3,,.2,0,79,,,10,,-.6
119,수원,2020-01-06 02:00,-.6,,.2,0,80,,,10,,-.5
119,수원,2020-01-06 03:00,1.8,,1.2,90,64,,,10,AsCi,-.6
119,수원,2020-01-06 04:00,2.1,,.9,160,62,,,10,AcCi,-.4
119,수원,2020-01-06 05:00,2,,1.3,140,63,,,10,As,-.3
119,수원,2020-01-06 06:00,2,,.3,0,67,,,9,As,-.3
119,수원,2020-01-06 07:00,2.3,,.2,0,63,,,10,ScAs,-.2
119,수원,2020-01-06 08:00,3.1,,1.8,160,61,0,0,10,ScAs,-.2
119,수원,2020-01-06 09:00,3.3,0,1.5,70,63,0,0,10,ScAs,-.2
119,수원,2020-01-06 10:00,4.1,,2.3,90,67,0,.12,10,ScAs,-.2
119,수원,2020-01-06 11:00,4.7,,1.9,90,68,0,.4,10,ScAs,-.1
119,수원,2020-01-06 12:00,4.3,.1,3,110,73,0,.35,10,StNs,.6
119,수원,2020-01-06 13:00,4.5,,3,90,71,0,.39,10,ScAs,2.3
119,수원,2020-01-06 14:00,4.1,,2.3,90,82,0,.24,10,StNs,2.9
119,수원,2020-01-06 15:00,3.9,.4,3.1,90,83,0,.22,10,ScAs,2.9
119,수원,2020-01-06 16:00,3.9,,2.9,90,89,0,.1,10,ScAs,2.8
119,수원,2020-01-06 17:00,3.6,,2.4,90,94,0,0,10,ScAs,2.5
119,수원,2020-01-06 18:00,3.8,.3,3.6,90,96,0,0,10,ScAs,2.4
119,수원,2020-01-06 19:00,3.7,,3.1,90,100,,,10,ScAs,2.4
119,수원,2020-01-06 20:00,3.8,,3.2,90,100,,,10,StNs,2.6
119,수원,2020-01-06 21:00,4.2,1,3.3,90,100,,,10,StNs,2.8
119,수원,2020-01-06 22:00,4.3,,1.8,90,100,,,10,StNs,2.9
119,수원,2020-01-06 23:00,4.6,,2.7,90,100,,,10,StNs,3.1
119,수원,2020-01-07 00:00,4.9,2.1,2.7,90,100,,,10,StNs,3.3
119,수원,2020-01-07 01:00,5.2,,2.6,90,100,,,10,StNs,3.4
119,수원,2020-01-07 02:00,5.4,,2.6,90,100,,,10,StNs,3.7
119,수원,2020-01-07 03:00,5.7,5.5,2.4,90,100,,,10,StNs,3.8
119,수원,2020-01-07 04:00,5.7,,1.4,90,100,,,10,StNs,3.9
119,수원,2020-01-07 05:00,5.8,,1.7,90,100,,,10,StNs,4.1
119,수원,2020-01-07 06:00,6,9.3,.9,70,100,,,10,StNs,4.1
119,수원,2020-01-07 07:00,6.2,,.1,0,100,,,10,StNs,4.2
119,수원,2020-01-07 08:00,6.2,,.9,110,100,0,0,10,StNs,4.3
119,수원,2020-01-07 09:00,6.5,7.1,1.2,70,100,0,0,10,StNs,4.6
119,수원,2020-01-07 10:00,6.7,,1.6,90,100,0,0,10,StNs,5
119,수원,2020-01-07 11:00,7,,1.7,90,100,0,.04,10,StNs,5.4
119,수원,2020-01-07 12:00,7.3,3.8,1.9,90,100,0,.14,10,StNs,6.1
119,수원,2020-01-07 13:00,7.5,,1.9,90,100,0,.09,10,StNs,6.3
119,수원,2020-01-07 14:00,7.6,,2.2,90,100,0,.07,10,StNs,6.4
119,수원,2020-01-07 15:00,7.7,3.4,2.2,90,100,0,.05,10,StNs,6.4
119,수원,2020-01-07 16:00,7.8,,2.3,70,100,0,.02,10,StNs,6.5
119,수원,2020-01-07 17:00,8,,2.8,90,100,0,0,10,StNs,6.4
119,수원,2020-01-07 18:00,8.4,6.7,2.9,90,100,0,0,10,StNs,6.5
119,수원,2020-01-07 19:00,8.6,,3.2,90,100,,,10,StNs,6.6
119,수원,2020-01-07 20:00,8.6,,1.4,70,100,,,10,StNs,6.8
119,수원,2020-01-07 21:00,8.5,12.5,2,110,100,,,10,StNs,6.9
119,수원,2020-01-07 22:00,9.1,,1.3,110,100,,,10,StNs,6.9
119,수원,2020-01-07 23:00,12.1,,4,180,100,,,10,ScAs,8.1
119,수원,2020-01-08 00:00,11.7,2.5,5.6,200,100,,,10,ScAs,8.6
119,수원,2020-01-08 01:00,7.4,,8.3,230,99,,,10,ScAs,7.3
119,수원,2020-01-08 02:00,5.4,,6,270,100,,,10,StNs,5.8
119,수원,2020-01-08 03:00,4.5,1,5.1,270,100,,,10,StNs,4.9
119,수원,2020-01-08 04:00,3.9,,5.4,270,100,,,10,StNs,4.2
119,수원,2020-01-08 05:00,2.9,,5.2,270,100,,,10,StNs,3.5
119,수원,2020-01-08 06:00,2.8,3.3,5.3,270,100,,,10,StNs,3.1
119,수원,2020-01-08 07:00,2.8,,4,270,100,,,10,StNs,3
119,수원,2020-01-08 08:00,3.1,,5.4,270,100,0,0,10,ScAs,3
119,수원,2020-01-08 09:00,3.3,.1,4.4,270,99,0,0,10,ScAs,3.2
119,수원,2020-01-08 10:00,3.6,,3.4,270,98,0,.1,10,ScAs,3.6
119,수원,2020-01-08 11:00,3.7,,3.5,270,96,0,.25,10,ScAs,4.3
119,수원,2020-01-08 12:00,3.4,,3.1,270,97,0,.33,10,ScAs,4.7
119,수원,2020-01-08 13:00,4.1,,2.8,270,95,0,.48,10,ScAs,5.8
119,수원,2020-01-08 14:00,4,,2.8,270,95,0,.58,10,ScAs,6.1
119,수원,2020-01-08 15:00,4.2,,2.7,250,93,0,.45,10,ScAs,6.1
119,수원,2020-01-08 16:00,3.8,,4,250,95,0,.37,10,ScAs,5.3
119,수원,2020-01-08 17:00,3.3,,3.7,250,95,0,.02,10,ScAs,4
119,수원,2020-01-08 18:00,3.2,,3,270,94,0,0,10,ScAs,3.5
119,수원,2020-01-08 19:00,2.7,,2.6,270,99,,,10,ScAs,3.2
119,수원,2020-01-08 20:00,2.6,,3.9,250,98,,,10,ScAs,2.9
119,수원,2020-01-08 21:00,1.7,0,3.9,290,94,,,10,ScAs,2.2
119,수원,2020-01-08 22:00,1,,3.7,290,88,,,9,,1.6
119,수원,2020-01-08 23:00,.5,,4.4,290,81,,,9,,.7
119,수원,2020-01-09 00:00,.2,,3.1,290,82,,,9,,.2
119,수원,2020-01-09 01:00,.2,,2.6,320,82,,,1,,.3
119,수원,2020-01-09 02:00,0,,1.8,290,83,,,0,,0
119,수원,2020-01-09 03:00,-.1,,2,270,83,,,8,Sc,-.1
119,수원,2020-01-09 04:00,0,,2.8,290,79,,,8,Sc,0
119,수원,2020-01-09 05:00,-.6,,.5,290,88,,,7,Sc,0
119,수원,2020-01-09 06:00,-.6,,1.6,290,86,,,4,Sc,-.1
119,수원,2020-01-09 07:00,-.6,,2.6,320,82,,,4,Sc,-.1
119,수원,2020-01-09 08:00,-1,,2.2,320,85,0,0,5,Sc,-.1
119,수원,2020-01-09 09:00,-.7,,2.4,290,84,.6,.24,3,Sc,0
119,수원,2020-01-09 10:00,-.2,,2.5,290,81,1,.8,5,Sc,.2
119,수원,2020-01-09 11:00,0,,3.2,290,78,.8,.83,5,Sc,.3
119,수원,2020-01-09 12:00,.7,,3.1,320,74,.9,1.22,2,Sc,2.9
119,수원,2020-01-09 13:00,1.8,,2.9,270,64,1,1.78,0,,6.6
119,수원,2020-01-09 14:00,2.5,,3.4,320,65,1,1.66,0,,7.1
119,수원,2020-01-09 15:00,2.7,,2.2,320,61,1,1.32,0,,6.4
119,수원,2020-01-09 16:00,2.2,,3.7,270,70,1,.86,0,,4.2
119,수원,2020-01-09 17:00,1,,2.9,270,76,1,.35,0,,1.5
119,수원,2020-01-09 18:00,0,,2.2,250,82,0,.02,0,,-.1
119,수원,2020-01-09 19:00,-.4,,1.5,270,81,,,0,,-.1
119,수원,2020-01-09 20:00,-1.3,,.6,270,88,,,0,,-.1
119,수원,2020-01-09 21:00,-1.6,,.3,0,90,,,0,,-.2
119,수원,2020-01-09 22:00,-2.2,,.8,290,94,,,0,,-.2
119,수원,2020-01-09 23:00,-2.6,,1.1,320,94,,,0,,-.3
119,수원,2020-01-10 00:00,-3,,.8,290,94,,,0,,-.6
119,수원,2020-01-10 01:00,-3.3,,.6,290,95,,,0,,-.9
119,수원,2020-01-10 02:00,-3.6,,.8,270,99,,,8,,-1.1
119,수원,2020-01-10 03:00,-4.4,,.6,320,99,,,3,Ci,-1.4
119,수원,2020-01-10 04:00,-4.4,,.8,290,100,,,3,Ci,-1.7
119,수원,2020-01-10 05:00,-4.5,,.6,250,100,,,3,Ci,-1.9
119,수원,2020-01-10 06:00,-4.1,,.1,0,100,,,3,Ci,-2
119,수원,2020-01-10 07:00,-4,,.7,270,100,,,4,Ci,-1.9
119,수원,2020-01-10 08:00,-3.6,,.1,0,100,0,0,5,Ci,-2.2
119,수원,2020-01-10 09:00,-2.4,,.3,0,97,.2,.18,6,Ci,-.8
119,수원,2020-01-10 10:00,-.7,,.6,270,91,.9,.71,4,Ci,-.3
119,수원,2020-01-10 11:00,.7,,1,160,79,1,1.32,4,Ci,-.1
119,수원,2020-01-10 12:00,2,,.8,50,70,1,1.95,0,,0
119,수원,2020-01-10 13:00,2.9,,1.5,270,66,1,1.87,0,,.5
119,수원,2020-01-10 14:00,3.4,,1.8,270,61,1,1.57,0,,5.2
119,수원,2020-01-10 15:00,4.1,,3.1,230,66,1,1.33,0,,5.6
119,수원,2020-01-10 16:00,4.2,,2.6,250,62,1,.88,0,,4.2
119,수원,2020-01-10 17:00,3.3,,2.2,270,66,1,.37,0,,1.8
119,수원,2020-01-10 18:00,1.5,,2,270,68,0,0,0,,0
119,수원,2020-01-10 19:00,.4,,1.9,270,79,,,5,,0
119,수원,2020-01-10 20:00,-.1,,.7,320,83,,,5,,0
119,수원,2020-01-10 21:00,-.5,,.7,320,87,,,3,Ci,-.1
119,수원,2020-01-10 22:00,-1.1,,.9,340,89,,,6,,-.2
119,수원,2020-01-10 23:00,-1.6,,.5,290,94,,,6,,-.2
119,수원,2020-01-11 00:00,-1.9,,.7,290,96,,,1,Ci,-.2
119,수원,2020-01-11 01:00,-2.5,,.4,0,98,,,7,,-.6
119,수원,2020-01-11 02:00,-3,,.6,320,100,,,6,,-1.1
119,수원,2020-01-11 03:00,-2.8,,0,0,100,,,0,,-1.4
119,수원,2020-01-11 04:00,-3.1,,.9,340,100,,,0,,-1.7
119,수원,2020-01-11 05:00,-3.4,,0,0,100,,,0,,-2
119,수원,2020-01-11 06:00,-3,,1,140,100,,,0,,-2.2
119,수원,2020-01-11 07:00,-3.1,,.3,0,100,,,7,Sc,-2.2
119,수원,2020-01-11 08:00,-3.4,,0,0,100,0,0,2,Sc,-2.5
119,수원,2020-01-11 09:00,-2.4,,.1,0,100,0,.17,8,Ac,-1.2
119,수원,2020-01-11 10:00,.3,,.6,270,96,.9,.67,0,,-.4
119,수원,2020-01-11 11:00,2,,1.8,290,82,1,1.56,1,Sc,-.1
119,수원,2020-01-11 12:00,3.2,,2.2,290,70,1,1.6,3,ScCi,0
119,수원,2020-01-11 13:00,3.7,,2.3,290,69,1,1.47,3,ScCi,1.1
119,수원,2020-01-11 14:00,4.1,,3.2,270,67,1,1.6,3,ScCi,5
119,수원,2020-01-11 15:00,3.9,,3.2,270,65,1,1.42,2,Ci,5
119,수원,2020-01-11 16:00,3.4,,3.9,270,61,1,.96,2,Ci,3.3
119,수원,2020-01-11 17:00,1.8,,3,270,71,.8,.38,3,Ci,.7
119,수원,2020-01-11 18:00,.5,,2.2,270,82,.2,.02,1,Ci,0
119,수원,2020-01-11 19:00,-.1,,.8,290,84,,,4,,-.1
119,수원,2020-01-11 20:00,0,,1,290,83,,,9,,-.1
119,수원,2020-01-11 21:00,.1,,1.4,290,77,,,8,Ci,-.1
119,수원,2020-01-11 22:00,-.4,,1.4,290,79,,,10,,-.2
119,수원,2020-01-11 23:00,-.3,,1,340,75,,,9,,-.2
119,수원,2020-01-12 00:00,-.9,,.9,290,83,,,10,AcCi,-.2
119,수원,2020-01-12 01:00,-.8,,1.3,340,80,,,10,,-.2
119,수원,2020-01-12 02:00,-1.2,,.5,360,79,,,9,,-.2
119,수원,2020-01-12 03:00,-1.7,,.6,290,83,,,8,AcCi,-.4
119,수원,2020-01-12 04:00,-1.8,,.3,0,86,,,3,Ci,-.7
119,수원,2020-01-12 05:00,-2.2,,1.4,320,85,,,6,AcCi,-1.5
119,수원,2020-01-12 06:00,-2.3,,1.1,340,87,,,4,Ac,-1.5
119,수원,2020-01-12 07:00,-3.2,,1,270,91,,,2,Ac,-2.2
119,수원,2020-01-12 08:00,-3.8,,.5,270,97,0,0,5,AcCi,-2.4
119,수원,2020-01-12 09:00,-1.7,,1.5,270,82,.7,.3,9,CsCi,-.8
119,수원,2020-01-12 10:00,-1.1,,1.8,290,75,.7,.54,7,Ci,-.6
119,수원,2020-01-12 11:00,0,,2.4,290,63,1,1.27,2,Ci,-.2
119,수원,2020-01-12 12:00,1.3,,3,270,65,1,1.61,3,Sc,-.1
119,수원,2020-01-12 13:00,1.3,,5,270,70,1,1.84,2,Sc,1.6
119,수원,2020-01-12 14:00,1.9,,3.7,290,69,1,1.92,1,Sc,5
119,수원,2020-01-12 15:00,2.1,,3.1,270,67,1,1.37,2,Sc,4.2
119,수원,2020-01-12 16:00,1.3,,3.6,270,71,1,1,3,Sc,2.3
119,수원,2020-01-12 17:00,.8,,3,270,73,.9,.36,4,Sc,.1
119,수원,2020-01-12 18:00,.4,,2.1,290,75,0,0,3,Sc,-.1
119,수원,2020-01-12 19:00,-.3,,.7,340,79,,,0,,-.2
119,수원,2020-01-12 20:00,-.9,,.9,200,82,,,0,,-.2
119,수원,2020-01-12 21:00,-.8,,.9,270,85,,,7,Sc,-.2
119,수원,2020-01-12 22:00,-.4,,2.6,290,78,,,0,,-.2
119,수원,2020-01-12 23:00,-.9,,3,320,80,,,5,,-1.2
119,수원,2020-01-13 00:00,-1.2,,2.3,320,78,,,6,Sc,-1.3
119,수원,2020-01-13 01:00,-2,,2.4,320,83,,,0,,-1.9
119,수원,2020-01-13 02:00,-2.6,,1.4,320,86,,,0,,-2.1
119,수원,2020-01-13 03:00,-2.3,,1.1,340,84,,,7,Sc,-1.8
119,수원,2020-01-13 04:00,-2.8,,.8,340,85,,,7,Sc,-2
119,수원,2020-01-13 05:00,-2.9,,1.1,320,90,,,8,Sc,-1.6
119,수원,2020-01-13 06:00,-2.6,,1.1,340,83,,,5,Sc,-2.2
119,수원,2020-01-13 07:00,-3,,.9,320,84,,,3,Sc,-2.7
119,수원,2020-01-13 08:00,-2.5,,1.1,320,84,0,0,6,Sc,-2.4
119,수원,2020-01-13 09:00,-1.7,,2.5,320,80,.1,.16,7,Sc,-1
119,수원,2020-01-13 10:00,-1.6,,3.7,320,80,.7,.57,5,Sc,-.6
119,수원,2020-01-13 11:00,-.3,,4.2,290,60,1,1.29,1,Sc,-.3
119,수원,2020-01-13 12:00,-.4,,4.1,270,57,1,1.81,0,,-.1
119,수원,2020-01-13 13:00,-.1,,3.5,270,56,1,1.93,0,,.5
119,수원,2020-01-13 14:00,.3,,3.8,270,58,1,1.88,0,,1.8
119,수원,2020-01-13 15:00,.4,,3.9,270,57,1,1.58,0,,1.2
119,수원,2020-01-13 16:00,0,,4,270,57,1,1.12,0,,.5
119,수원,2020-01-13 17:00,-.5,,2.7,270,55,1,.51,0,,-.2
119,수원,2020-01-13 18:00,-1.8,,3,250,66,.4,.03,0,,-.3
119,수원,2020-01-13 19:00,-2,,1.9,270,63,,,0,,-.9
119,수원,2020-01-13 20:00,-2.9,,.5,290,68,,,0,,-1.9
119,수원,2020-01-13 21:00,-3.3,,0,0,73,,,0,,-2.4
119,수원,2020-01-13 22:00,-3.5,,.7,250,73,,,0,,-2.8
119,수원,2020-01-13 23:00,-4.3,,.9,290,83,,,0,,-3.2
119,수원,2020-01-14 00:00,-4.6,,0,0,84,,,3,Ci,-3.3
119,수원,2020-01-14 01:00,-5.2,,.8,290,89,,,7,,-3.3
119,수원,2020-01-14 02:00,-5.2,,.8,270,90,,,5,,-3.6
119,수원,2020-01-14 03:00,-5.4,,.8,90,88,,,0,,-3.8
119,수원,2020-01-14 04:00,-5.2,,.3,0,85,,,0,,-4.1
119,수원,2020-01-14 05:00,-5.6,,.4,0,88,,,7,Sc,-4.3
119,수원,2020-01-14 06:00,-5.6,,0,0,90,,,8,Sc,-4.1
119,수원,2020-01-14 07:00,-5.6,,.8,290,95,,,7,Sc,-4
119,수원,2020-01-14 08:00,-4.4,,.2,0,89,0,0,8,Sc,-3.3
119,수원,2020-01-14 09:00,-2.8,,1,340,81,.3,.19,4,Sc,-2.1
119,수원,2020-01-14 10:00,-1.2,,1.4,140,66,1,.68,6,Sc,-.7
119,수원,2020-01-14 11:00,-.3,,1.2,160,60,1,1.18,2,Sc,-.1
119,수원,2020-01-14 12:00,.8,,.9,250,55,1,1.57,0,,0
119,수원,2020-01-14 13:00,1.8,,1.1,180,54,1,1.61,2,Sc,1.9
119,수원,2020-01-14 14:00,2.6,,1.4,290,50,1,1.48,0,,2.8
119,수원,2020-01-14 15:00,2.8,,2.5,270,52,1,1.18,0,,1.4
119,수원,2020-01-14 16:00,2.3,,3.1,270,58,1,.88,0,,.4
119,수원,2020-01-14 17:00,1.1,,3.4,270,61,1,.41,0,,-.2
119,수원,2020-01-14 18:00,-.2,,2.7,270,64,.3,.04,0,,-.3
119,수원,2020-01-14 19:00,-1.4,,1.5,250,70,,,0,,-.2
119,수원,2020-01-14 20:00,-2,,.4,0,67,,,0,,-1.1
119,수원,2020-01-14 21:00,-2.1,,1.1,320,68,,,0,,-1.8
119,수원,2020-01-14 22:00,-2.5,,.9,320,68,,,0,,-2.3
119,수원,2020-01-14 23:00,-3.3,,.8,290,70,,,0,,-2.7
119,수원,2020-01-15 00:00,-3.4,,.4,0,75,,,2,Sc,-2.8
119,수원,2020-01-15 01:00,-4.2,,1.4,290,80,,,0,,-3.4
119,수원,2020-01-15 02:00,-4.8,,.6,290,84,,,0,,-3.6
